id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
23220802,12:01:00 AM,13,2109,9.48,Chip Transaction,53415,Miami,FL,33133,5813,NULL
23220805,12:02:00 AM,2,3593,18.16,Chip Transaction,41515,Bronx,NY,10460,5300,NULL
23220822,12:06:00 AM,321,5755,3.82,Chip Transaction,75936,Chugiak,AK,99567,5814,NULL
23220835,12:07:00 AM,116,6072,111,Chip Transaction,34490,Saint Louis,MO,63143,5719,NULL
23220891,12:18:00 AM,203,242,77.88,Chip Transaction,59935,Ridgeland,SC,29936,5499,NULL
23220911,12:23:00 AM,203,242,-65,Chip Transaction,59935,Ridgeland,SC,29936,5499,NULL
23220931,12:27:00 AM,398,1199,42.56,Chip Transaction,60569,Sacramento,CA,95823,5300,NULL
23220988,12:37:00 AM,303,6010,68.03,Swipe Transaction,68668,Windsor,CO,80550,5300,NULL
23220994,12:38:00 AM,1,4652,17.24,Swipe Transaction,17708,Pensacola,FL,32504,4121,NULL
23221023,12:43:00 AM,229,2683,20.97,Online Transaction,89705,ONLINE,NULL,NULL,5193,NULL
23221036,12:47:00 AM,467,4278,9.55,Chip Transaction,98374,Chattanooga,TN,37415,5411,NULL
23221163,12:11:00 AM,334,5234,9.67,Chip Transaction,78454,Sandusky,OH,44870,5812,NULL
23221185,12:15:00 AM,162,2240,180,Chip Transaction,27092,Farmington,MI,48336,4829,NULL
23221244,12:25:00 AM,490,3769,76.51,Swipe Transaction,32858,Mission,TX,78574,5311,NULL
23221373,12:49:00 AM,208,2426,64,Chip Transaction,22204,Federal Way,WA,98023,5541,NULL
23221405,12:55:00 AM,122,2034,80,Chip Transaction,27092,Covington,LA,70433,4829,NULL
23221428,12:00:00 AM,425,5149,128.81,Chip Transaction,59935,Carmel Valley,CA,93924,5499,NULL
23221480,12:10:00 AM,42,4859,22.77,Chip Transaction,4439,Tifton,GA,31793,5651,NULL
23221483,12:10:00 AM,126,5872,44.66,Chip Transaction,46284,Little Rock,AR,72212,5411,NULL
23221558,12:22:00 AM,402,2698,39.26,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
23221573,12:25:00 AM,428,1351,5.14,Chip Transaction,61195,Kingston,NY,12401,5541,NULL
23221638,12:39:00 AM,488,5413,7.69,Swipe Transaction,81833,Hebbronville,TX,78361,5912,NULL
23221710,12:55:00 AM,208,2426,41.32,Chip Transaction,88922,Bothell,WA,98021,4121,NULL
23221727,12:59:00 AM,47,4952,21.61,Chip Transaction,20519,Bronx,NY,10458,5942,NULL
23221750,12:03:00 AM,323,2467,22.05,Chip Transaction,32175,Fresno,CA,93727,7538,NULL
23221793,12:12:00 AM,261,2706,-69,Chip Transaction,59935,Gwynn Oak,MD,21207,5499,NULL
23221810,12:16:00 AM,218,167,13.35,Chip Transaction,24504,Irvington,NJ,7111,4214,NULL
23221840,12:22:00 AM,24,2827,71.17,Chip Transaction,48919,Rockford,IL,61114,5311,NULL
23221872,12:28:00 AM,244,1082,54.31,Online Transaction,73186,ONLINE,NULL,NULL,4814,NULL
23221903,12:34:00 AM,2,6073,10.26,Chip Transaction,83271,Bronx,NY,10460,4214,Insufficient Balance
23221912,12:35:00 AM,92,5947,7.69,Chip Transaction,64981,New York,NY,10017,5812,NULL
23221927,12:37:00 AM,40,3648,7.02,Chip Transaction,44316,Springfield,OH,45506,5912,NULL
23221942,12:41:00 AM,385,3551,10.3,Swipe Transaction,77137,Bluffton,SC,29910,7210,NULL
23221951,12:43:00 AM,114,5283,45.52,Chip Transaction,61195,North Hollywood,CA,91606,5541,NULL
23221973,12:45:00 AM,3,4835,34.19,Swipe Transaction,81833,Wichita Falls,TX,76301,5912,NULL
23221981,12:46:00 AM,208,4980,93,Chip Transaction,43293,Bothell,WA,98021,5499,NULL
23221984,12:47:00 AM,490,5133,26.77,Swipe Transaction,68177,San Antonio,TX,78230,5813,NULL
23221991,12:48:00 AM,267,4411,6.7,Chip Transaction,24504,Stanton,KY,40380,4214,NULL
23222022,12:57:00 AM,327,3063,130.63,Online Transaction,84682,ONLINE,NULL,NULL,4900,NULL
23222044,12:00:00 AM,401,2383,9.53,Chip Transaction,56116,North Hollywood,CA,91605,5912,NULL
23222072,12:05:00 AM,62,5138,12.98,Chip Transaction,60569,Sacramento,CA,95812,5300,NULL
23222092,12:09:00 AM,379,3881,53.34,Swipe Transaction,60569,Antioch,TN,37013,5300,NULL
23222105,12:12:00 AM,469,5290,83.94,Online Transaction,70268,ONLINE,NULL,NULL,4722,NULL
23222126,12:16:00 AM,92,5947,7.83,Chip Transaction,74976,New York,NY,10017,5411,NULL
23222127,12:16:00 AM,350,3623,47.06,Chip Transaction,11468,Joliet,IL,60431,5970,NULL
23222168,12:26:00 AM,402,2698,11.58,Chip Transaction,86410,Rome,Italy,NULL,5211,NULL
23222173,12:27:00 AM,61,2265,174,Chip Transaction,24181,West Harrison,NY,10604,4900,NULL
23222180,12:28:00 AM,107,255,40.12,Swipe Transaction,48816,Wickes,AR,71973,5651,NULL
23222188,12:29:00 AM,89,2998,48.16,Chip Transaction,11468,Chaparral,NM,88081,5970,NULL
23222203,12:32:00 AM,476,1070,91.9,Chip Transaction,22204,Alburtis,PA,18011,5541,Insufficient Balance
23222223,12:36:00 AM,470,3733,49.75,Online Transaction,73186,ONLINE,NULL,NULL,4814,NULL
23222254,12:41:00 AM,393,5873,1.59,Chip Transaction,86438,Texarkana,TX,75501,5499,NULL
23222262,12:43:00 AM,496,3428,18.35,Chip Transaction,45344,Mesquite,TX,75149,5813,NULL
23222275,12:45:00 AM,112,3470,45.1,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
23222282,12:46:00 AM,161,3096,61.97,Chip Transaction,50783,Waco,TX,76708,5411,NULL
23222339,12:56:00 AM,419,3792,59.33,Chip Transaction,59935,Bakersfield,CA,93306,5499,NULL
23222427,12:12:00 AM,194,4273,96.85,Chip Transaction,41302,Eaton,IN,47338,5651,NULL
23222477,12:21:00 AM,391,3616,-69,Chip Transaction,59935,Camp Lejeune,NC,28547,5499,NULL
23222492,12:23:00 AM,464,3233,1.46,Chip Transaction,14528,Orlando,FL,32808,5499,NULL
23222514,12:29:00 AM,452,4249,39.94,Online Transaction,41122,ONLINE,NULL,NULL,4784,NULL
23222519,12:30:00 AM,177,1152,52.66,Chip Transaction,14819,Memphis,TN,38104,5300,NULL
23222538,12:34:00 AM,39,2039,115.68,Chip Transaction,32175,Southington,CT,6489,7538,NULL
23222561,12:37:00 AM,338,1356,30.44,Chip Transaction,30055,Buffalo,NY,14211,7832,NULL
23222639,12:50:00 AM,114,3398,25.56,Online Transaction,15143,ONLINE,NULL,NULL,4784,NULL
23222670,12:59:00 AM,218,2846,89.15,Online Transaction,45453,ONLINE,NULL,NULL,6300,NULL
23222724,12:19:00 AM,357,5481,123.31,Chip Transaction,68365,Boston,MA,2127,5912,NULL
23222727,12:20:00 AM,114,3398,38.81,Online Transaction,15143,ONLINE,NULL,NULL,4784,NULL
23222728,12:20:00 AM,222,4636,107.32,Swipe Transaction,34213,Atlanta,GA,30307,7538,NULL
23222741,12:25:00 AM,250,4940,9.64,Chip Transaction,84062,Lebanon,OR,97355,4121,NULL
23222745,12:26:00 AM,275,2769,71.56,Chip Transaction,88646,Webster,TX,77598,5812,NULL
23222754,12:28:00 AM,52,4976,191.86,Chip Transaction,71650,Pawling,NY,12564,4900,NULL
23222793,12:38:00 AM,285,2156,25.5,Chip Transaction,59397,Watsonville,CA,95076,5812,NULL
23222799,12:40:00 AM,96,3773,97,Chip Transaction,61195,Yorba Linda,CA,92886,5541,NULL
23222832,12:49:00 AM,96,3773,111.52,Chip Transaction,61195,Yorba Linda,CA,92886,5541,NULL
23222875,12:01:00 AM,165,5146,139.35,Chip Transaction,44578,Oakland,CA,94619,5812,NULL
23222882,12:03:00 AM,216,2063,87.71,Online Transaction,11722,ONLINE,NULL,NULL,6300,NULL
23222910,12:12:00 AM,397,3961,7.7,Chip Transaction,30928,Philadelphia,PA,19133,5541,NULL
23222929,12:20:00 AM,161,3096,13.67,Chip Transaction,44919,Waco,TX,76707,5814,NULL
23222936,12:21:00 AM,373,4750,19.4,Chip Transaction,75936,Louisville,KY,40299,5814,NULL
23222947,12:25:00 AM,126,5872,30.52,Chip Transaction,87324,Blytheville,AR,72315,7832,NULL
23222985,12:40:00 AM,408,4960,46.18,Chip Transaction,94624,Barron,WI,54812,5812,NULL
23223089,12:13:00 AM,52,3951,54.91,Chip Transaction,25887,Pleasant Valley,NY,12569,5814,NULL
23223092,12:13:00 AM,376,118,260.3,Chip Transaction,42636,Hallandale,FL,33009,7802,NULL
23223211,12:02:00 AM,58,1324,31.68,Online Transaction,18563,ONLINE,NULL,NULL,4121,NULL
23223221,12:09:00 AM,416,2445,59.2,Chip Transaction,75936,Nashville,TN,37211,5814,NULL
23223243,12:17:00 AM,369,5378,79.05,Chip Transaction,75936,Louisville,KY,40299,5814,NULL
23223250,12:21:00 AM,51,6031,83.87,Chip Transaction,75936,Hendersonville,TN,37075,5814,NULL
23223282,12:33:00 AM,293,4260,13.57,Online Transaction,16798,ONLINE,NULL,NULL,4121,NULL
23223307,12:41:00 AM,379,327,47.56,Chip Transaction,35451,Selma,AL,36701,5812,NULL
23223318,12:45:00 AM,280,2959,116.53,Swipe Transaction,60569,Morgan Hill,CA,95037,5300,NULL
23223367,12:04:00 AM,264,2239,39.08,Chip Transaction,26909,Lemoyne,PA,17043,5211,NULL
23223495,12:54:00 AM,2,6073,29.2,Chip Transaction,60569,Bronx,NY,10462,5300,NULL
23223573,12:20:00 AM,480,5607,41.15,Chip Transaction,87625,Oakland,CA,94601,5812,NULL
23223630,12:42:00 AM,313,3153,16.81,Chip Transaction,82981,Bartlesville,OK,74003,5912,NULL
23223698,12:31:00 AM,461,1209,16.28,Chip Transaction,78758,Canton,MI,48188,5411,NULL
23223725,12:20:00 AM,287,5783,18.88,Swipe Transaction,18215,La Marque,TX,77568,5719,NULL
23223754,12:57:00 AM,305,341,38.69,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
23223759,12:02:00 AM,421,2177,1.55,Online Transaction,39261,ONLINE,NULL,NULL,5815,NULL
23223779,12:30:00 AM,462,5988,36.63,Online Transaction,34256,ONLINE,NULL,NULL,7393,NULL
23223801,12:10:00 AM,92,5947,18.64,Chip Transaction,87531,New York,NY,10017,5813,NULL
23223810,12:24:00 AM,474,5114,116.62,Chip Transaction,35451,Williston Park,NY,11596,5812,NULL
23223811,12:26:00 AM,34,3342,5.63,Chip Transaction,23481,Sacramento,CA,95829,5812,NULL
23223844,12:13:00 AM,147,2634,100,Chip Transaction,27092,Montgomery,AL,36117,4829,Insufficient Balance
23223875,12:05:00 AM,328,1263,135.78,Online Transaction,17976,ONLINE,NULL,NULL,4900,NULL
23223907,12:00:00 AM,90,1233,64.32,Chip Transaction,80183,Cocoa,FL,32926,5300,NULL
23223940,12:34:00 AM,201,4489,58.9,Chip Transaction,76536,Amarillo,TX,79108,4900,NULL
23223975,12:01:00 AM,52,4976,23.4,Swipe Transaction,20519,Red Hook,NY,12571,5942,NULL
23224019,12:12:00 AM,211,4746,3.22,Chip Transaction,75781,Golden Valley,AZ,86413,5411,NULL
23224114,12:36:00 AM,80,3829,130.24,Chip Transaction,17328,Grover Hill,OH,45849,4900,NULL
23224145,12:46:00 AM,65,5108,92.23,Chip Transaction,98567,West Columbia,SC,29172,8021,NULL
23224147,12:47:00 AM,73,2660,35.31,Chip Transaction,50783,Hopewell Junction,NY,12533,5411,NULL
23224158,12:49:00 AM,364,5673,86.39,Chip Transaction,17226,Alcoa,TN,37701,5411,NULL
23224281,12:19:00 AM,230,5033,62,Swipe Transaction,56431,Shreveport,LA,71101,5541,NULL
23224284,12:20:00 AM,17,4787,31.35,Chip Transaction,11468,Morganton,NC,28655,5970,NULL
23224285,12:20:00 AM,142,1046,115.15,Chip Transaction,78298,Eastford,CT,6242,4900,NULL
23224288,12:20:00 AM,254,1247,75.1,Chip Transaction,92872,Boulder,CO,80302,4900,NULL
23224301,12:22:00 AM,230,5033,91.22,Swipe Transaction,56431,Shreveport,LA,71101,5541,NULL
23224305,12:23:00 AM,464,3233,44.29,Online Transaction,50404,ONLINE,NULL,NULL,4784,NULL
23224330,12:29:00 AM,213,5291,103.38,Chip Transaction,61195,Garland,TX,75044,5541,NULL
23224346,12:33:00 AM,360,3592,1.9,Swipe Transaction,86438,Bridgeton,NJ,8302,5499,NULL
23224376,12:41:00 AM,472,3811,-65,Chip Transaction,61195,Round Lake,IL,60073,5541,NULL
23224394,12:45:00 AM,106,1037,5.56,Chip Transaction,75936,Indianapolis,IN,46203,5814,NULL
23224449,12:01:00 AM,237,3574,6.27,Swipe Transaction,58058,Antioch,CA,94531,5211,NULL
23224463,12:04:00 AM,115,38,25.33,Swipe Transaction,10756,Mamaroneck,NY,10543,5411,NULL
23224522,12:20:00 AM,90,1233,55.41,Chip Transaction,19750,Cocoa,FL,32926,5192,NULL
23224523,12:20:00 AM,127,2376,103.01,Swipe Transaction,98374,Marbury,AL,36051,5411,NULL
23224548,12:26:00 AM,87,109,57.16,Chip Transaction,42233,San Benito,TX,78586,5912,NULL
23224591,12:35:00 AM,257,104,60,Swipe Transaction,27092,North Hollywood,CA,91605,4829,NULL
23224619,12:40:00 AM,468,4705,93.62,Swipe Transaction,50783,Iowa City,IA,52240,5411,NULL
23224660,12:52:00 AM,34,3342,60,Chip Transaction,27092,Sacramento,CA,95829,4829,NULL
23224673,12:56:00 AM,480,4872,58.22,Chip Transaction,59935,Walnut Creek,CA,94598,5499,NULL
23224741,12:11:00 AM,425,6133,27.85,Chip Transaction,19778,Carmel,CA,93923,4121,NULL
23224758,12:15:00 AM,375,2608,1.09,Chip Transaction,14528,New York,NY,10280,5499,NULL
23224809,12:27:00 AM,128,5048,12.22,Swipe Transaction,62410,Houston,TX,77061,7210,NULL
23224817,12:29:00 AM,64,4852,8.02,Chip Transaction,78469,Trabuco Canyon,CA,92679,5812,NULL
23224818,12:29:00 AM,386,3673,3.68,Chip Transaction,9130,Worcester,MA,1602,5411,NULL
23224846,12:37:00 AM,142,1046,103.03,Chip Transaction,67570,Lebanon,CT,6249,5311,NULL
23224849,12:38:00 AM,52,4976,70.77,Chip Transaction,93035,Pawling,NY,12564,7538,NULL
23224899,12:51:00 AM,69,2062,1.51,Chip Transaction,25640,Austin,TX,78768,5411,NULL
23224973,12:07:00 AM,479,1332,51.16,Chip Transaction,86410,Baltimore,MD,21206,5211,NULL
23225015,12:15:00 AM,92,5947,87.36,Swipe Transaction,52923,New York,NY,10021,3504,NULL
23225020,12:16:00 AM,329,4082,1.88,Chip Transaction,14528,Oak View,CA,93022,5499,NULL
23225086,12:26:00 AM,92,3448,-159,Chip Transaction,52923,New York,NY,10021,3504,NULL
23225212,12:54:00 AM,59,5195,35.82,Chip Transaction,50026,Silver City,NM,88062,5411,NULL
23225298,12:08:00 AM,261,6076,11.68,Chip Transaction,19205,Gwynn Oak,MD,21207,5411,NULL
23225315,12:11:00 AM,40,3648,29,Chip Transaction,32175,Chillicothe,OH,45601,7538,NULL
23225320,12:13:00 AM,146,4475,32.29,Chip Transaction,20561,Batavia,IL,60510,5912,NULL
23225403,12:24:00 AM,285,5747,33.11,Chip Transaction,17707,Watsonville,CA,95076,7538,NULL
23225456,12:33:00 AM,230,5033,12.06,Swipe Transaction,35021,Springhill,LA,71075,5813,NULL
23225477,12:35:00 AM,349,2520,7.35,Chip Transaction,50783,Sugarcreek,OH,44681,5411,NULL
23225545,12:48:00 AM,327,3062,46.68,Chip Transaction,43293,Saint Johnsbury,VT,5819,5499,NULL
23225556,12:51:00 AM,150,2505,63.76,Chip Transaction,32175,Loris,SC,29569,7538,NULL
23225564,12:52:00 AM,254,1247,51.97,Chip Transaction,13646,Boulder,CO,80303,7538,NULL
23225580,12:54:00 AM,0,1271,71.02,Chip Transaction,24823,Scarborough,ME,4074,7538,NULL
23225595,12:57:00 AM,237,3574,17.27,Swipe Transaction,48618,Antioch,CA,94531,5251,NULL
23225627,12:04:00 AM,208,2426,63,Chip Transaction,43293,Bothell,WA,98021,5499,NULL
23225629,12:04:00 AM,490,5133,58.79,Chip Transaction,18215,San Antonio,TX,78260,5719,NULL
23225704,12:19:00 AM,235,1333,18.29,Chip Transaction,50783,New York,NY,10026,5411,NULL
23225726,12:22:00 AM,145,4058,9.63,Chip Transaction,15001,Roan Mountain,TN,37687,5300,NULL
23225802,12:35:00 AM,369,5378,8.05,Chip Transaction,22938,Louisville,KY,40299,5812,NULL
23225826,12:39:00 AM,114,3398,12.24,Chip Transaction,50783,North Hollywood,CA,91606,5411,NULL
23225894,12:53:00 AM,291,3221,80,Chip Transaction,27092,Atlanta,GA,31139,4829,NULL
23225895,12:53:00 AM,321,5755,172.67,Swipe Transaction,51300,Wasilla,AK,99654,3359,NULL
23225949,12:04:00 AM,207,2260,56.07,Chip Transaction,50867,Danville,VA,24541,5541,NULL
23225966,12:07:00 AM,360,3592,35.29,Swipe Transaction,86959,Millville,NJ,8332,5311,NULL
23226080,12:29:00 AM,55,3265,1.89,Chip Transaction,14528,Richmond,CA,94804,5499,NULL
23226086,12:30:00 AM,472,3811,32.62,Swipe Transaction,11468,Bellwood,IL,60104,5970,NULL
23226140,12:44:00 AM,249,5134,15.27,Chip Transaction,60569,Riverside,CA,92503,5300,NULL
23226197,12:00:00 AM,479,2186,227.83,Chip Transaction,8075,Pasadena,MD,21122,4900,NULL
23226340,12:23:00 AM,208,4980,-60,Chip Transaction,43293,Bothell,WA,98021,5499,NULL
23226369,12:28:00 AM,208,2426,15.5,Online Transaction,16798,ONLINE,NULL,NULL,4121,NULL
23226373,12:29:00 AM,199,1031,22.07,Online Transaction,18563,ONLINE,NULL,NULL,4121,NULL
23226384,12:30:00 AM,366,2934,62.65,Online Transaction,38958,ONLINE,NULL,NULL,7801,NULL
23226459,12:47:00 AM,51,6031,44.05,Chip Transaction,17607,Hendersonville,TN,37075,5912,NULL
23226475,12:49:00 AM,144,5247,11.89,Chip Transaction,3090,Atlanta,GA,30315,5411,NULL
23226494,12:52:00 AM,490,5963,320.63,Chip Transaction,14306,San Antonio,TX,78230,7995,NULL
23226525,12:57:00 AM,291,3221,44.53,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
23226563,12:06:00 AM,473,2696,30.24,Chip Transaction,75781,Detroit,MI,48235,5411,NULL
23226569,12:07:00 AM,254,1247,14.14,Swipe Transaction,32858,Fountain,CO,80817,5311,NULL
23226620,12:19:00 AM,84,5750,14.97,Chip Transaction,5660,Lansing,NC,28643,5211,NULL
23226672,12:28:00 AM,476,1070,97.81,Chip Transaction,22204,Alburtis,PA,18011,5541,NULL
23226684,12:31:00 AM,496,3428,19.43,Chip Transaction,45344,Mesquite,TX,75149,5813,NULL
23226819,12:59:00 AM,176,2943,115.79,Chip Transaction,32175,Atlanta,GA,30328,7538,NULL
23226820,12:59:00 AM,209,4676,80,Swipe Transaction,22204,El Paso,TX,79928,5541,NULL
23226857,12:08:00 AM,114,5283,12.22,Chip Transaction,83271,Chino Hills,CA,91709,4214,NULL
23226888,12:13:00 AM,479,2186,77.39,Chip Transaction,59935,Pasadena,MD,21122,5499,NULL
23226927,12:21:00 AM,17,4962,3.67,Chip Transaction,50783,Banner Elk,NC,28604,5411,NULL
23227082,12:49:00 AM,368,3822,48.45,Chip Transaction,22204,Orlando,FL,32825,5541,NULL
23227102,12:55:00 AM,235,1333,140,Chip Transaction,27092,New York,NY,10029,4829,NULL
23227108,12:56:00 AM,118,3848,6.83,Chip Transaction,9058,Birmingham,AL,35212,5921,NULL
23227143,12:04:00 AM,171,1239,73,Chip Transaction,59935,Greenville,SC,29607,5499,NULL
23227144,12:04:00 AM,428,1351,143.89,Online Transaction,84682,ONLINE,NULL,NULL,4900,NULL
23227147,12:05:00 AM,114,3398,36.54,Online Transaction,15143,ONLINE,NULL,NULL,4784,NULL
23227197,12:23:00 AM,171,1239,74.07,Chip Transaction,59935,Greenville,SC,29607,5499,NULL
23227239,12:37:00 AM,478,1099,17.96,Chip Transaction,83480,Suwanee,GA,30024,9402,NULL
23227270,12:48:00 AM,285,2156,40,Swipe Transaction,27092,San Jose,CA,95111,4829,NULL
23227406,12:31:00 AM,357,2085,226.04,Online Transaction,73186,ONLINE,NULL,NULL,4814,NULL
23227410,12:33:00 AM,53,3581,14.73,Swipe Transaction,11338,Somerset,CA,95684,5411,NULL
23227434,12:40:00 AM,114,5283,2.56,Chip Transaction,50783,North Hollywood,CA,91606,5411,NULL
23227485,12:54:00 AM,487,2024,128.87,Chip Transaction,7539,Albany,NY,12203,5651,NULL
23227519,12:08:00 AM,432,1146,16.55,Swipe Transaction,17959,Newland,NC,28657,5813,NULL
23227540,12:15:00 AM,350,3623,-87,Chip Transaction,61195,Bethesda,MD,20814,5541,NULL
23227572,12:28:00 AM,487,2024,53.72,Chip Transaction,23481,Albany,NY,12205,5812,NULL
23227599,12:39:00 AM,74,4027,42.03,Chip Transaction,53631,Colorado Springs,CO,80903,5812,NULL
23227615,12:44:00 AM,211,4746,2.75,Chip Transaction,14528,Lake Havasu City,AZ,86404,5499,NULL
23227629,12:52:00 AM,118,2792,56.17,Chip Transaction,60569,Birmingham,AL,35214,5300,NULL
23227637,12:55:00 AM,328,3150,80.2,Swipe Transaction,82981,Charlotte,NC,28215,5912,NULL
23227681,12:11:00 AM,335,353,189.61,Chip Transaction,39991,Lincoln Park,MI,48146,3771,NULL
23227716,12:22:00 AM,116,4899,4.05,Swipe Transaction,75781,Saint Louis,MO,63109,5411,NULL
23227733,12:29:00 AM,28,2678,56.61,Chip Transaction,87625,Woodbridge,VA,22191,5812,NULL
23227773,12:42:00 AM,360,3592,49.96,Swipe Transaction,66862,Woodbine,NJ,8270,7230,NULL
23227775,12:44:00 AM,293,4260,6.37,Swipe Transaction,72388,Norman,OK,73071,5300,NULL
23227857,12:14:00 AM,106,5310,7.16,Swipe Transaction,50783,Indianapolis,IN,46217,5411,NULL
23227870,12:20:00 AM,433,2370,31.47,Chip Transaction,85943,New York,NY,10128,7832,NULL
23227888,12:26:00 AM,157,1052,16.71,Chip Transaction,88936,Perris,CA,92571,5651,NULL
23227917,12:35:00 AM,252,3788,20,Swipe Transaction,27092,Crestline,OH,44827,4829,NULL
23227951,12:47:00 AM,161,3096,30.62,Chip Transaction,26810,Waco,TX,76707,5541,NULL
23227957,12:49:00 AM,39,2039,32.85,Chip Transaction,98023,Old Saybrook,CT,6475,5812,NULL
23228023,12:16:00 AM,391,4921,847.36,Chip Transaction,60152,Douglasville,GA,30134,3000,NULL
23228090,12:41:00 AM,428,1351,42.11,Chip Transaction,25887,Schenectady,NY,12309,5814,NULL
23228111,12:52:00 AM,437,3271,73.46,Chip Transaction,25887,Arnold,MD,21012,5814,NULL
23228139,12:07:00 AM,473,5099,7.68,Chip Transaction,75781,Detroit,MI,48235,5411,NULL
23228178,12:03:00 AM,316,4125,76.95,Chip Transaction,60569,Houston,TX,77063,5300,NULL
23228197,12:33:00 AM,300,3814,59.38,Chip Transaction,32858,Plantsville,CT,6479,5311,NULL
23228206,12:42:00 AM,345,3441,10.76,Chip Transaction,61195,East Leroy,MI,49051,5541,NULL
23228220,12:56:00 AM,121,5952,65.24,Chip Transaction,93812,Menasha,WI,54952,5411,NULL
23228224,12:59:00 AM,301,3742,5.21,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
23228304,12:51:00 AM,169,3256,7.3,Chip Transaction,2205,Sumter,SC,29153,5813,NULL
23228354,12:08:00 AM,100,1045,193.08,Chip Transaction,49637,Winston Salem,NC,27106,3509,NULL
23228408,12:19:00 AM,450,4192,93,Chip Transaction,59935,Newport News,VA,23602,5499,NULL
23228473,12:01:00 AM,327,3062,53.61,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
23228478,12:02:00 AM,11,243,45.21,Swipe Transaction,36934,Reisterstown,MD,21136,7538,NULL
23228489,12:05:00 AM,152,2848,105.79,Chip Transaction,31707,Atlanta,GA,30316,4111,NULL
23228627,12:32:00 AM,379,2019,3.14,Chip Transaction,17540,Mobile,AL,36693,5912,NULL
23228656,12:37:00 AM,366,2934,23.48,Online Transaction,16798,ONLINE,NULL,NULL,4121,NULL
23228696,12:46:00 AM,120,5813,101.23,Chip Transaction,13646,Franklin,WI,53132,7538,NULL
23228726,12:53:00 AM,254,1247,0.21,Chip Transaction,59935,Boulder,CO,80302,5499,NULL
23228774,12:02:00 AM,329,4082,32.64,Chip Transaction,52826,Carpinteria,CA,93014,7230,NULL
23228852,12:15:00 AM,487,2024,29.7,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
23228880,12:21:00 AM,265,5905,9.17,Chip Transaction,48618,Corpus Christi,TX,78427,5251,NULL
23228892,12:23:00 AM,425,5149,1.1,Chip Transaction,14528,Marina,CA,93933,5499,NULL
23228899,12:24:00 AM,376,1262,3.87,Swipe Transaction,97414,Vincentown,NJ,8088,5812,NULL
23228908,12:25:00 AM,240,2147,4,Chip Transaction,59935,Morristown,TN,37814,5499,NULL
23229007,12:41:00 AM,490,3769,4.54,Chip Transaction,75781,San Antonio,TX,78232,5411,NULL
23229019,12:44:00 AM,106,3484,5.4,Chip Transaction,98074,Indianapolis,IN,46203,5812,NULL
23229020,12:44:00 AM,126,5466,9.96,Swipe Transaction,3919,Little Rock,AR,72209,5411,NULL
23229030,12:45:00 AM,332,1198,24.74,Online Transaction,73186,ONLINE,NULL,NULL,4814,NULL
23229107,12:00:00 AM,37,1230,65,Chip Transaction,59935,Kirkville,NY,13082,5499,NULL
23229132,12:04:00 AM,300,3814,0.17,Chip Transaction,75781,Newtown,CT,6470,5411,NULL
23229152,12:09:00 AM,335,5131,13.87,Chip Transaction,20519,Palm Beach Gardens,FL,33418,5942,NULL
23229177,12:12:00 AM,494,3273,4.63,Chip Transaction,78605,Laurel,MD,20708,5814,NULL
23229201,12:17:00 AM,197,2357,1.53,Chip Transaction,26426,Wilmore,KY,40390,5812,NULL
23229204,12:17:00 AM,321,5755,3,Chip Transaction,61195,Merrill,WI,54452,5541,NULL
23229261,12:28:00 AM,69,2514,6.19,Chip Transaction,92883,Eagle Pass,TX,78852,5812,NULL
23229276,12:30:00 AM,231,4221,20.55,Chip Transaction,60569,Leland,NC,28451,5300,NULL
23229298,12:33:00 AM,474,5114,13.6,Chip Transaction,41142,Williston Park,NY,11596,5411,NULL
23229415,12:53:00 AM,261,30,6.16,Chip Transaction,22204,Henderson,NV,89002,5541,NULL
23229469,12:05:00 AM,199,1031,0.12,Chip Transaction,14528,Allen,TX,75002,5499,NULL
23229492,12:11:00 AM,430,2860,11.19,Swipe Transaction,61195,Crown Point,IN,46307,5541,NULL
23229500,12:13:00 AM,172,3458,113.41,Chip Transaction,44795,Sycamore,IL,60178,3780,NULL
23229555,12:23:00 AM,479,2186,4.23,Chip Transaction,37978,Pasadena,MD,21122,5411,NULL
23229565,12:25:00 AM,69,2062,1.76,Chip Transaction,97524,Austin,TX,78768,5812,NULL
23229572,12:26:00 AM,172,3458,-273,Swipe Transaction,44795,Sycamore,IL,60178,3780,NULL
23229592,12:29:00 AM,233,1297,43.34,Chip Transaction,64057,Arlington Heights,IL,60006,4111,NULL
23229623,12:35:00 AM,94,2890,6.34,Chip Transaction,20561,Deep Gap,NC,28618,5912,NULL
23229635,12:36:00 AM,441,5223,64,Chip Transaction,61195,Winston,GA,30187,5541,NULL
23229685,12:46:00 AM,64,4852,16.91,Chip Transaction,34702,Mission Viejo,CA,92691,5310,NULL
23229687,12:46:00 AM,343,3953,2.66,Swipe Transaction,69972,Manteca,CA,95337,5814,NULL
